artist,title,id,H_or_N,cluster
M.O,Bad Vibe,spotify:track:70eehEqNug7oAhozjhG21t,N,2
Dua Lipa,IDGAF,spotify:track:76cy1WJvNGJTj78UqeA5zr,N,2
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),spotify:track:7HdZY9UJTylIiNcSDFyUDc,N,2
Bazzi,Mine,spotify:track:7uzmGiiJyRfuViKKK3lVmR,N,1
Lil Dicky,Freaky Friday (feat. Chris Brown),spotify:track:6dbSBQXCctYSVryynHXaZ4,N,4
Lauv,I Like Me Better,spotify:track:0EcQcdcbQeVJn9fknj44Be,N,4
The Chainsmokers,This Feeling,spotify:track:1r232i80xFiNHzSUmrFc01,N,1
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,spotify:track:6V1bu6o1Yo5ZXnsCJU8Ovk,N,2
Khalid,Love Lies (with Normani),spotify:track:45Egmo7icyopuzJN0oMEdk,N,2
Drake,Nice For What,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,N,2
Kendrick Lamar,LOVE. FEAT. ZACARI.,spotify:track:6PGoSes0D9eUDeeAafB2As,N,4
Post Malone,Psycho (feat. Ty Dolla $ign),spotify:track:3swc6WTsr7rl9DqQKQA55C,N,2
Lil Nas X,Old Town Road - Remix,spotify:track:2YpeDb67231RjR0MgVLzsG,N,0
Billie Eilish,bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m,N,4
Shawn Mendes,Señorita,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,N,2
Ariana Grande,7 rings,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,N,4
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,N,0
Gesaffelstein,Lost in the Fire (feat. The Weeknd),spotify:track:2vXKRlJBXyOcvZYTdNeckS,N,1
Halsey,Without Me,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,N,4
Regard,Ride It,spotify:track:2tnVG71enUj33Ic2nFN6kZ,N,1
Lady Gaga,Shallow,spotify:track:2VxeLyX666F8uXCJ0dZF8B,N,5
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),spotify:track:02dRkCEc8Q5ch4TTcnLxOn,N,4
Lewis Capaldi,Someone You Loved,spotify:track:7qEHsqek33rTcFNT9PFqLf,N,3
Jax Jones,All Day And Night,spotify:track:5naYe7rLMZcLfO1DKg48MK,N,0
Mustard,Pure Water (with Migos),spotify:track:3j84U36KvLeXNDPv4t5pI8,N,2
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],spotify:track:5BJMeoCXXgbRAWfp6fTulr,N,1
Kodak Black,ZEZE (feat. Travis Scott & Offset),spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,N,0
Daddy Yankee,Con Calma,spotify:track:5w9c2J52mkdntKOmRLeM2m,N,4
Alec Benjamin,Let Me Down Slowly,spotify:track:2qxmye6gAegTMjLKEBoR3d,N,1
BLACKPINK,Kill This Love,spotify:track:6hvczQ05jc1yGlp9zhb95V,N,3
Offset,Clout (feat. Cardi B),spotify:track:59ywHNwwchG4nZJMLyxSzd,N,1
MEDUZA,Piece Of Your Heart,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,N,2
Ed Sheeran,Antisocial (with Travis Scott),spotify:track:1DhRbox3xkceP64k3JeYfW,N,2
Travis Scott,SICKO MODE,spotify:track:2xLMifQCjDGFmkHkpNLD9h,N,4
Mabel,Mad Love,spotify:track:5qiQbOa6AFEO3P111y9Jry,N,3
Lana Del Rey,Doin' Time,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,N,1
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",spotify:track:4w8niZpiMy6qz1mntFA5uM,N,2
A Boogie Wit da Hoodie,Look Back at It,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,N,0
Saweetie,My Type,spotify:track:5KBARWIxeMGkvUax9VtVC9,N,2
Lil Tecca,Ransom,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,N,2
Russ Millions,Keisha & Becky - Remix,spotify:track:5RbwVW2cundqz0NfJoWRrc,N,5
Billie Eilish,lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,N,4
Mabel,Don't Call Me Up,spotify:track:5WHTFyqSii0lmT9R21abT8,N,2
Lil Nas X,Old Town Road,spotify:track:2YpeDb67231RjR0MgVLzsG,N,2
Meek Mill,Going Bad (feat. Drake),spotify:track:2IRZnDFmlqMuOrYOLnZZyc,N,2
Post Malone,Wow.,spotify:track:7xQAfvXzm3AkraOtGPWIZg,N,1
Doja Cat,Juicy,spotify:track:7f5trao56t7sB7f14QDTmp,N,2
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),spotify:track:1wJRveJZLSb1rjhnUHQiv6,N,4
iann dior,emotions,spotify:track:17hkyu1PIImGaDgH8LhUQI,N,5
Paulo Londra,Adan y Eva,spotify:track:132ALUzVLmqYB4UsBj5qD6,N,2
Drake,Money In The Grave (Drake ft. Rick Ross),spotify:track:5ry2OE6R2zPQFDO85XkgRb,N,4
Lil Nas X,Panini,spotify:track:1000nHvUdawXuUHgBod4Wv,N,0
Bad Bunny,MIA (feat. Drake),spotify:track:3gE4eQH3K83Sght0ZLvuBK,N,4
Polo G,Pop Out (feat. Lil Tjay),spotify:track:6uFn47ACjqYkc0jADwEdj1,N,5
Juice WRLD,Robbery,spotify:track:6iaSML1PIYq936g62BDtBq,N,2
21 Savage,a lot,spotify:track:2t8yVaLvJ0RenpXUIAC52d,N,2
Young Thug,The London (feat. J. Cole & Travis Scott),spotify:track:7DcvwMAiqKJQD1rrdfxSDx,N,4
Anuel AA,China,spotify:track:2ksOAxtIxY8yElEWw8RhgK,N,4
Camila Cabello,Liar,spotify:track:073ILU1C3APNRGF66VhtyA,N,2
Flipp Dinero,Leave Me Alone,spotify:track:6V7g6qM8wheMivMWrzbPTM,N,2
Cardi B,Money,spotify:track:74cVJfmK18rhWnscIpGXjt,N,5
Ariana Grande,"break up with your girlfriend, i'm bored",spotify:track:4kV4N9D1iKVxx1KLvtTpjS,N,4
Dave,Location (feat. Burna Boy),spotify:track:3yk7PJnryiJ8mAPqsrujzf,N,2
Ava Max,Sweet but Psycho,spotify:track:7DnAm9FOTWE3cUvso43HhI,N,4
Dua Lipa,Don't Start Now,spotify:track:3PfIrDoz19wz7qK7tYeu62,N,3
Young T & Bugsey,Strike a Pose (feat. Aitch),spotify:track:23GvTfcGK454ppLsts3W44,N,2
Calvin Harris,Giant (with Rag'n'Bone Man),spotify:track:7kLWq3Z9XSs8cHTLB9nl0w,N,1
Ed Sheeran,Take Me Back to London (feat. Stormzy),spotify:track:1AI7UPw3fgwAFkvAlZWhE0,N,2
Cardi B,Please Me,spotify:track:0PG9fbaaHFHfre2gUVo7AN,N,2
Stormzy,Vossi Bop,spotify:track:5DXKtoZLm31msT7tNGNHLG,N,4
Tones And I,Dance Monkey,spotify:track:2N8m6CYs74qQO4mjVcXO30,N,2
Ariana Grande,boyfriend (with Social House),spotify:track:1rKBOL9kJfX1Y4C3QaOvRH,N,4
Bad Bunny,Callaita,spotify:track:2QWzdMplO4wweIPHfoLxit,N,4
Ava Max,So Am I,spotify:track:2Xnv3GntqbBH1juvUYSpHG,N,2
Pedro Capó,Calma - Remix,spotify:track:5iwz1NiezX7WWjnCgY5TH4,N,0
J. Cole,MIDDLE CHILD,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,N,5
Lunay,Soltera - Remix,spotify:track:4t9a07PAghtQMRAIP9FQ7Z,N,3
Khalid,Better,spotify:track:6zeeWid2sgw4lap2jV61PZ,N,2
Blueface,Thotiana,spotify:track:1rBjexQsgqXpsS2BrCxaDX,N,5
DaBaby,Suge,spotify:track:5QRWYqreWZBAaFKsGthWCi,N,2
AJ Tracey,Ladbroke Grove,spotify:track:7AODNxFNPnKaz4hURLzw5l,N,4
Billie Eilish,bury a friend,spotify:track:1RNS0ntWy01bZpPkrjJAyt,N,2
BTS,Boy With Luv (feat. Halsey),spotify:track:4a9tbd947vo9K8Vti9JwcI,N,0
Wiley,Boasty (feat. Idris Elba),spotify:track:5X5YDBavdU5RjYMlxqwlCm,N,1
Jonas Brothers,Only Human,spotify:track:3rwbKdfrgpfPY2CLegaFvA,N,3
5 Seconds of Summer,Easier,spotify:track:2bjUEg4jBtKBlPdNrTAppI,N,2
Avicii,SOS (feat. Aloe Blacc),spotify:track:2x0RZdkZcD8QRI53XT4GI5,N,4
"Tyler, The Creator",EARFQUAKE,spotify:track:5hVghJ4KaYES3BFUATCYn0,N,2
Ashley O,On A Roll,spotify:track:56JyMaElW79S7TDWh1Zw1m,N,4
Dominic Fike,3 Nights,spotify:track:2sYCrHuRbGTQ1zhZEFbj5C,N,2
Sigala,Wish You Well,spotify:track:56rgw3bpnGFuRIahESpeEn,N,2
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),spotify:track:5N1o6d8zGcSZSeMFkOUQOk,N,1
Anuel AA,Secreto,spotify:track:5W83ErFkO3aKAIS1WMi6u0,N,2
Sam Feldt,Post Malone (feat. RANI),spotify:track:0qc4QlcCxVTGyShurEv1UU,N,4
Kehlani,Nights Like This (feat. Ty Dolla $ign),spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,N,5
Sech,Otro Trago,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,N,5
Post Malone,Better Now,spotify:track:7dt6x5M1jzdTEt8oCbisTK,N,2
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),spotify:track:4wuCQX7JvAZLlrcmH4AeZF,N,1
Lauv,i'm so tired...,spotify:track:4OQE489ScQdhBcELfacJw0,N,0
iann dior,gone girl,spotify:track:7wy1pCS4yuTvTak1b6DD3C,N,5
Panic! At The Disco,High Hopes,spotify:track:1rqqCSm0Qe4I9rUvWncaom,N,5
Marshmello,One Thing Right,spotify:track:4hPpVbbakQNv8YTHYaOJP4,N,4
Sam Smith,How Do You Sleep?,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,N,1
NSG,Options,spotify:track:17sdMcLIsAvKuQBPKXmiDC,N,1
Normani,Motivation,spotify:track:2vXgyN14LX2zl7JEASw242,N,4
Joel Corry,Sorry,spotify:track:6y1UtRcHQU07aUs3oxZ8Yn,N,5
Post Malone,Goodbyes (Feat. Young Thug),spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,N,5
Jonas Brothers,Sucker,spotify:track:22vgEDb5hykfaTwLuskFGD,N,4
Taylor Swift,Cruel Summer,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,N,2
Blanco Brown,The Git Up,spotify:track:01tA4XmJ4fGQNwti6b2hPm,N,5
Sam Smith,Dancing With A Stranger (with Normani),spotify:track:3xgT3xIlFGqZjYW9QlhJWp,N,3
Post Malone,Circles,spotify:track:21jGcNKet2qwijlDFuPiPb,N,2
